,location,total_sqft,bath,price,bhk
8707,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
8708,Sarjapura - Attibele Road,1033.0,2.0,28.41,2
8709,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
8710,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
8711,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
8712,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
8713,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
8714,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
8715,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
8716,Sarjapura - Attibele Road,740.0,1.0,23.65,1
8717,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
8718,Sector 2 HSR Layout,1296.0,2.0,75.0,2
8719,Sector 2 HSR Layout,794.0,1.0,60.0,1
8720,Sector 2 HSR Layout,1143.0,2.0,65.0,2
8721,Sector 2 HSR Layout,1665.0,3.0,110.0,3
8722,Sector 2 HSR Layout,1512.0,3.0,80.0,3
8723,Sector 2 HSR Layout,1332.0,2.0,101.0,2
8724,Sector 2 HSR Layout,1600.0,3.0,90.0,3
8725,Sector 2 HSR Layout,1231.0,2.0,66.0,2
8726,Sector 7 HSR Layout,3000.0,5.0,275.0,4
8727,Sector 7 HSR Layout,1163.0,2.0,98.86,2
8728,Sector 7 HSR Layout,1760.0,3.0,145.0,3
8729,Sector 7 HSR Layout,3900.0,3.0,300.0,3
8730,Sector 7 HSR Layout,1163.0,2.0,98.86,2
8731,Sector 7 HSR Layout,1342.0,2.0,115.0,2
8732,Sector 7 HSR Layout,1760.0,3.0,160.0,3
8733,Sector 7 HSR Layout,1760.0,3.0,142.0,3
8734,Sector 7 HSR Layout,2400.0,2.0,195.0,3
8735,Sector 7 HSR Layout,1760.0,3.0,185.0,3
8736,Sector 7 HSR Layout,1162.0,2.0,98.77,2
8737,Seegehalli,901.0,2.0,35.14,2
8738,Seegehalli,1150.0,2.0,42.9,3
8739,Seegehalli,800.0,1.0,50.0,2
8740,Seegehalli,1525.0,3.0,65.0,3
8741,Seegehalli,1118.0,2.0,37.5,2
8742,Seegehalli,1200.0,2.0,62.0,3
8743,Seegehalli,1155.0,2.0,72.0,2
8744,Seegehalli,1830.0,4.0,82.0,3
8745,Seegehalli,4000.0,3.0,235.0,3
8746,Seegehalli,3000.0,5.0,150.0,4
8747,Seegehalli,2800.0,4.0,140.0,4
8748,Seegehalli,1096.0,2.0,41.0,2
8749,Seegehalli,1420.0,2.0,46.0,3
8750,Seegehalli,920.0,2.0,27.0,2
8751,Seegehalli,1553.0,3.0,68.0,3
8752,Seegehalli,1639.0,3.0,120.0,3
8753,Seegehalli,3000.0,4.0,235.0,3
8754,Seegehalli,1134.0,2.0,45.0,2
8755,Seegehalli,1683.0,3.0,80.0,3
8756,Seegehalli,1176.0,2.0,50.0,2
8757,Seegehalli,3000.0,4.0,240.0,3
8758,Shampura,2650.0,4.0,150.0,4
8759,Shampura,1200.0,2.0,53.0,2
8760,Shampura,700.0,1.0,35.0,2
8761,Shampura,1400.0,3.0,70.0,3
8762,Shampura,1475.0,3.0,78.0,3
8763,Shampura,1700.0,3.0,75.0,3
8764,Shivaji Nagar,850.0,2.0,55.0,2
8765,Shivaji Nagar,1554.0,3.0,130.0,2
8766,Shivaji Nagar,3820.0,1.0,306.0,1
8767,Shivaji Nagar,703.0,2.0,49.5,2
8768,Shivaji Nagar,1460.0,2.0,90.0,3
8769,Shivaji Nagar,600.0,1.0,65.0,2
8770,Singasandra,1440.0,2.0,65.0,3
8771,Singasandra,1030.0,2.0,55.0,2
8772,Singasandra,3850.0,6.0,195.0,4
8773,Singasandra,1100.0,2.0,52.0,2
8774,Singasandra,1306.0,2.0,58.0,3
8775,Singasandra,1300.0,2.0,65.0,2
8776,Singasandra,3126.0,4.0,120.0,4
8777,Singasandra,1464.0,3.0,56.0,3
8778,Singasandra,1010.0,2.0,40.0,2
8779,Singasandra,1375.0,2.0,58.0,2
8780,Singasandra,1120.0,2.0,60.0,2
8781,Singasandra,1510.0,3.0,75.0,3
8782,Singasandra,1179.0,2.0,56.0,2
8783,Singasandra,1416.0,2.0,67.0,2
8784,Singasandra,1476.0,2.0,73.0,3
8785,Singasandra,1139.7,2.0,45.0,2
8786,Singasandra,1465.0,2.0,60.0,2
8787,Singasandra,1464.0,3.0,56.0,3
8788,Singasandra,1653.0,3.0,85.0,3
8789,Somasundara Palya,1255.0,2.0,67.0,2
8790,Somasundara Palya,1448.0,2.0,68.0,2
8791,Somasundara Palya,1570.0,3.0,68.0,3
8792,Somasundara Palya,1178.0,2.0,73.0,2
8793,Somasundara Palya,1260.0,2.0,60.0,2
8794,Somasundara Palya,1033.0,2.0,48.0,2
8795,Somasundara Palya,1329.0,2.0,70.0,2
8796,Somasundara Palya,2372.0,3.0,140.0,3
8797,Somasundara Palya,1185.0,2.0,70.0,2
8798,Somasundara Palya,1575.0,3.0,68.0,3
8799,Somasundara Palya,1600.0,3.0,68.0,3
8800,Somasundara Palya,1600.0,3.0,69.0,3
8801,Somasundara Palya,2400.0,3.0,140.0,4
8802,Somasundara Palya,1650.0,3.0,95.0,3
8803,Somasundara Palya,1186.0,2.0,72.0,2
8804,Somasundara Palya,1600.0,3.0,69.0,3
8805,Sompura,825.0,2.0,33.0,2
8806,Sompura,1025.0,2.0,37.0,3
8807,Sompura,1020.0,2.0,41.0,2
8808,Sompura,1126.0,2.0,39.0,2
8809,Sompura,825.0,2.0,32.0,2
8810,Sompura,1360.0,2.0,45.0,3
8811,Sompura,1350.0,2.0,47.0,3
8812,Sompura,2150.0,3.0,85.0,4
8813,Sonnenahalli,1415.0,2.0,55.0,3
8814,Sonnenahalli,896.0,2.0,43.75,2
8815,Sonnenahalli,1120.0,2.0,43.0,2
8816,Sonnenahalli,1100.0,2.0,44.0,2
8817,Sonnenahalli,1011.0,2.0,50.53,2
8818,Sonnenahalli,605.0,1.0,30.715,1
8819,Sonnenahalli,1484.0,3.0,74.18,3
8820,Sonnenahalli,1610.0,3.0,80.48,3
8821,Sonnenahalli,1415.0,2.0,65.0,3
8822,Sonnenahalli,1268.0,2.0,58.0,2
8823,Sonnenahalli,1268.0,2.0,56.0,2
8824,Sonnenahalli,605.0,1.0,30.24,1
8825,Sonnenahalli,1484.0,3.0,75.0,3
8826,Subramanyapura,929.0,2.0,50.17,2
8827,Subramanyapura,1200.0,2.0,52.0,2
8828,Subramanyapura,975.0,2.0,58.0,2
8829,Subramanyapura,1277.0,2.0,55.0,2
8830,Subramanyapura,985.0,2.0,58.0,2
8831,Subramanyapura,1245.0,2.0,68.0,3
8832,Subramanyapura,1313.0,2.0,73.0,2
8833,Subramanyapura,1313.0,2.0,66.5,2
8834,Subramanyapura,1255.0,2.0,79.0,3
8835,Subramanyapura,1330.0,3.0,72.0,3
8836,Subramanyapura,929.0,2.0,48.0,2
8837,Subramanyapura,950.0,2.0,55.0,2
8838,Subramanyapura,929.0,2.0,56.0,2
8839,Subramanyapura,1800.0,3.0,90.0,3
8840,Subramanyapura,1260.0,2.0,76.0,3
8841,Subramanyapura,1278.0,2.0,59.0,3
8842,Subramanyapura,960.0,2.0,55.0,2
8843,Subramanyapura,1260.0,2.0,73.0,3
8844,Subramanyapura,1278.0,3.0,62.71,3
8845,Subramanyapura,1278.0,3.0,70.0,3
8846,Subramanyapura,929.0,2.0,49.0,2
8847,Subramanyapura,1260.0,2.0,75.0,3
8848,Subramanyapura,1000.0,2.0,45.0,2
8849,Subramanyapura,2495.0,3.0,130.0,3
8850,Subramanyapura,929.0,1.0,51.0,2
8851,Subramanyapura,1880.0,3.0,110.0,3
8852,Subramanyapura,1800.0,3.0,80.0,3
8853,Sultan Palaya,1700.0,3.0,120.0,3
8854,Sultan Palaya,1100.0,2.0,45.0,2
8855,Sultan Palaya,900.0,2.0,45.0,2
8856,Sultan Palaya,870.0,2.0,65.0,2
8857,Sultan Palaya,1765.0,3.0,80.0,3
8858,Sultan Palaya,1713.0,3.0,125.0,3
8859,Sultan Palaya,1009.0,2.0,65.0,2
8860,Sultan Palaya,5000.0,5.0,325.0,4
8861,Sultan Palaya,1070.0,2.0,49.0,2
8862,TC Palaya,1475.0,3.0,98.0,3
8863,TC Palaya,1200.0,2.0,60.0,2
8864,TC Palaya,1200.0,2.0,66.0,3
8865,TC Palaya,1600.0,2.0,65.0,3
8866,TC Palaya,1200.0,3.0,66.0,3
8867,TC Palaya,1350.0,2.0,75.0,3
8868,TC Palaya,1240.0,2.0,60.0,2
8869,TC Palaya,1500.0,2.0,100.0,3
8870,TC Palaya,1200.0,2.0,65.0,2
8871,TC Palaya,1200.0,2.0,70.0,2
8872,TC Palaya,900.0,2.0,55.0,2
8873,TC Palaya,1200.0,2.0,66.0,3
8874,TC Palaya,1200.0,2.0,66.5,3
8875,TC Palaya,4800.0,3.0,302.0,4
8876,TC Palaya,1000.0,2.0,64.0,2
8877,TC Palaya,1100.0,3.0,50.0,3
8878,TC Palaya,900.0,2.0,55.0,2
8879,TC Palaya,1200.0,2.0,66.0,2
8880,TC Palaya,1200.0,2.0,66.0,3
8881,TC Palaya,1200.0,2.0,66.5,3
8882,TC Palaya,900.0,2.0,55.0,2
8883,TC Palaya,1200.0,2.0,66.0,3
8884,TC Palaya,900.0,2.0,55.0,2
8885,TC Palaya,1500.0,3.0,83.0,3
8886,TC Palaya,1350.0,3.0,60.0,3
8887,TC Palaya,1200.0,2.0,65.0,2
8888,TC Palaya,1500.0,2.0,75.0,2
8889,TC Palaya,1200.0,2.0,66.0,3
8890,TC Palaya,1000.0,2.0,70.0,2
8891,TC Palaya,1100.0,2.0,65.0,2
8892,TC Palaya,1200.0,3.0,66.0,3
8893,TC Palaya,1200.0,2.0,66.0,3
8894,TC Palaya,1200.0,2.0,66.0,3
8895,TC Palaya,1800.0,2.0,80.0,2
8896,TC Palaya,1200.0,2.0,66.0,3
8897,TC Palaya,1200.0,2.0,70.0,2
8898,TC Palaya,1350.0,1.0,55.0,1
8899,TC Palaya,900.0,2.0,55.0,2
8900,TC Palaya,900.0,2.0,55.0,2
8901,TC Palaya,1082.0,2.0,64.0,2
8902,TC Palaya,1995.0,3.0,100.0,3
8903,TC Palaya,1200.0,2.0,66.0,3
8904,TC Palaya,1200.0,2.0,66.0,3
8905,TC Palaya,1152.0,2.0,55.0,2
8906,TC Palaya,1200.0,2.0,66.0,3
8907,TC Palaya,1200.0,2.0,66.0,3
8908,TC Palaya,1200.0,2.0,66.0,3
8909,Talaghattapura,1868.0,3.0,131.0,3
8910,Talaghattapura,1804.0,3.0,120.0,3
8911,Talaghattapura,2106.0,3.0,126.0,3
8912,Talaghattapura,1868.0,3.0,121.0,3
8913,Talaghattapura,2106.0,3.0,126.0,3
8914,Talaghattapura,1868.0,3.0,135.0,3
8915,Talaghattapura,1856.0,3.0,135.0,3
8916,Talaghattapura,1868.0,3.0,120.0,3
8917,Talaghattapura,1804.0,3.0,115.0,3
8918,Talaghattapura,1856.0,3.0,135.0,3
8919,Talaghattapura,2254.0,3.0,153.0,3
8920,Talaghattapura,2106.0,3.0,148.0,3
8921,Talaghattapura,1856.0,3.0,135.0,3
8922,Talaghattapura,2273.0,3.0,159.0,3
8923,Talaghattapura,2099.0,3.0,147.0,3
8924,Talaghattapura,1100.0,2.0,50.0,2
8925,Talaghattapura,1100.0,2.0,49.49,2
8926,Talaghattapura,1575.0,3.0,80.0,3
8927,Talaghattapura,2273.0,3.0,145.0,3
8928,Talaghattapura,1175.0,2.0,62.0,2
8929,Talaghattapura,1804.0,3.0,127.0,3
8930,Talaghattapura,1062.0,2.0,42.48,2
8931,Talaghattapura,1804.0,3.0,122.0,3
8932,Talaghattapura,1800.0,3.0,84.0,3
8933,Talaghattapura,2265.0,3.0,159.0,3
8934,Talaghattapura,2099.0,3.0,134.0,3
8935,Thanisandra,510.0,1.0,25.25,1
8936,Thanisandra,1296.0,2.0,80.0,2
8937,Thanisandra,1436.0,3.0,74.75,3
8938,Thanisandra,2144.0,3.0,145.0,3
8939,Thanisandra,1075.0,2.0,45.8,2
8940,Thanisandra,445.0,1.0,28.0,1
8941,Thanisandra,1296.0,2.0,83.0,2
8942,Thanisandra,1000.0,2.0,43.415,2
8943,Thanisandra,1825.0,3.0,100.0,3
8944,Thanisandra,2144.0,3.0,135.0,3
8945,Thanisandra,1240.0,2.0,62.0,3
8946,Thanisandra,1093.0,2.0,70.0,2
8947,Thanisandra,850.0,2.0,36.435,2
8948,Thanisandra,1265.0,2.0,79.0,3
8949,Thanisandra,1651.0,3.0,97.38,3
8950,Thanisandra,1265.0,2.0,85.0,2
8951,Thanisandra,510.0,1.0,25.25,1
8952,Thanisandra,1564.0,3.0,101.0,3
8953,Thanisandra,1183.0,2.0,58.56,2
8954,Thanisandra,1847.0,3.0,123.0,3
8955,Thanisandra,1800.0,3.0,90.0,3
8956,Thanisandra,1697.0,3.0,114.0,3
8957,Thanisandra,1050.0,2.0,45.0,2
8958,Thanisandra,3500.0,5.0,160.0,6
8959,Thanisandra,1573.0,3.0,95.0,3
8960,Thanisandra,1917.0,3.0,122.0,3
8961,Thanisandra,693.0,1.0,34.3,1
8962,Thanisandra,1098.0,2.0,68.0,2
8963,Thanisandra,760.0,1.0,50.3,1
8964,Thanisandra,1111.0,2.0,50.0,2
8965,Thanisandra,934.0,2.0,58.68,2
8966,Thanisandra,2002.0,3.0,112.0,3
8967,Thanisandra,1634.0,3.0,78.0,3
8968,Thanisandra,2000.0,3.0,99.0,3
8969,Thanisandra,1050.0,2.0,46.0,2
8970,Thanisandra,1588.0,3.0,75.55,3
8971,Thanisandra,1697.0,3.0,115.0,3
8972,Thanisandra,1380.0,1.0,62.1,1
8973,Thanisandra,923.0,1.0,60.84,1
8974,Thanisandra,1743.0,3.0,93.25,3
8975,Thanisandra,923.0,1.0,45.69,1
8976,Thanisandra,1183.0,2.0,59.74,2
8977,Thanisandra,1296.0,2.0,72.0,2
8978,Thanisandra,1020.0,2.0,44.5,2
8979,Thanisandra,1874.0,4.0,130.0,3
8980,Thanisandra,1698.0,3.0,102.0,3
8981,Thanisandra,1411.0,3.0,93.04,3
8982,Thanisandra,1996.0,3.0,135.0,3
8983,Thanisandra,1801.0,3.0,115.0,3
8984,Thanisandra,1265.0,2.0,82.0,2
8985,Thanisandra,1100.0,2.0,48.0,2
8986,Thanisandra,1917.0,4.0,113.0,3
8987,Thanisandra,662.0,1.0,42.0,1
8988,Thanisandra,2100.0,4.0,95.0,4
8989,Thanisandra,1948.0,3.0,130.0,3
8990,Thanisandra,1922.0,3.0,106.0,3
8991,Thanisandra,965.0,2.0,67.0,2
8992,Thanisandra,1098.0,2.0,74.0,2
8993,Thanisandra,1437.0,2.0,71.13,2
8994,Thanisandra,1564.0,3.0,104.0,3
8995,Thanisandra,1241.0,2.0,61.0,3
8996,Thanisandra,1200.0,2.0,65.0,3
8997,Thanisandra,1732.0,3.0,85.73,3
8998,Thanisandra,1917.0,4.0,100.0,3
8999,Thanisandra,1250.0,1.0,54.0,2
9000,Thanisandra,2127.0,3.0,135.0,3
9001,Thanisandra,1276.0,2.0,75.0,2
9002,Thanisandra,693.0,1.0,34.3,1
9003,Thanisandra,2259.0,5.0,135.0,4
9004,Thanisandra,1265.0,2.0,78.0,2
9005,Thanisandra,1732.0,3.0,85.73,3
9006,Thanisandra,934.0,2.0,55.0,2
9007,Thanisandra,1056.0,2.0,68.0,2
9008,Thanisandra,1595.0,3.0,110.0,3
9009,Thanisandra,1411.0,3.0,93.15,3
9010,Thanisandra,1093.0,2.0,68.1,2
9011,Thanisandra,1370.0,2.0,61.0,3
9012,Thanisandra,1093.0,2.0,72.0,2
9013,Thanisandra,1200.0,2.0,53.5,2
9014,Thanisandra,1698.0,3.0,107.0,3
9015,Thanisandra,1564.0,3.0,105.0,3
9016,Thanisandra,1265.0,2.0,83.0,2
9017,Thanisandra,763.0,1.0,35.285,1
9018,Thanisandra,965.0,2.0,56.0,2
9019,Thanisandra,1546.0,3.0,95.0,3
9020,Thanisandra,620.0,1.0,38.535,1
9021,Thanisandra,1697.0,3.0,110.0,3
9022,Thanisandra,1492.0,3.0,88.0,3
9023,Thanisandra,2072.0,3.0,122.0,3
9024,Thanisandra,1880.0,3.0,120.0,3
9025,Thanisandra,760.0,1.0,50.0,1
9026,Thanisandra,1200.0,2.0,60.0,2
9027,Thanisandra,1800.0,4.0,125.0,3
9028,Thanisandra,933.0,2.0,58.0,1
9029,Thanisandra,1917.0,3.0,110.0,3
9030,Thanisandra,1996.0,4.0,123.0,3
9031,Thanisandra,1183.0,2.0,77.25,2
9032,Thanisandra,1491.0,3.0,88.0,3
9033,Thanisandra,1881.0,3.0,95.0,3
9034,Thanisandra,662.0,1.0,29.0,1
9035,Thanisandra,1183.0,2.0,58.56,2
9036,Thanisandra,1564.0,3.0,100.0,3
9037,Thanisandra,663.0,1.0,46.1,1
9038,Thanisandra,662.0,1.0,45.0,1
9039,Thanisandra,1573.0,3.0,98.0,3
9040,Thanisandra,1262.0,2.0,83.0,3
9041,Thanisandra,1056.0,2.0,65.0,2
9042,Thanisandra,1079.0,2.0,55.975,2
9043,Thanisandra,1702.0,3.0,115.0,3
9044,Thanisandra,1343.0,2.0,75.0,2
9045,Thanisandra,1935.0,4.0,122.0,3
9046,Thanisandra,933.0,2.0,55.0,2
9047,Thanisandra,1183.0,2.0,77.3,2
9048,Thanisandra,662.0,1.0,38.0,1
9049,Thanisandra,1265.0,2.0,72.0,2
9050,Thanisandra,1595.0,3.0,105.0,3
9051,Thanisandra,1241.0,2.0,65.0,3
9052,Thanisandra,580.0,1.0,27.5,1
9053,Thanisandra,2087.0,4.0,139.0,3
9054,Thanisandra,1340.0,2.0,66.33,2
9055,Thanisandra,1098.0,2.0,71.0,2
9056,Thanisandra,1411.0,3.0,93.25,3
9057,Thanisandra,1262.0,2.0,65.0,3
9058,Thanisandra,1234.0,2.0,51.0,2
9059,Thanisandra,1732.0,3.0,112.0,3
9060,Thanisandra,933.0,1.0,61.0,1
9061,Thanisandra,1702.0,3.0,107.0,3
9062,Thanisandra,684.0,1.0,34.355,1
9063,Thanisandra,2030.0,4.0,125.0,3
9064,Thanisandra,1140.0,2.0,59.0,2
9065,Thanisandra,663.0,1.0,46.0,1
9066,Thanisandra,1948.0,4.0,129.0,4
9067,Thanisandra,1573.0,3.0,90.0,3
9068,Thanisandra,1056.0,2.0,70.0,2
9069,Thanisandra,1595.0,3.0,96.0,3
9070,Thanisandra,1732.0,3.0,85.73,3
9071,Thanisandra,1226.0,2.0,65.0,2
9072,Thanisandra,1245.0,2.0,83.05,2
9073,Thanisandra,2695.0,4.0,188.0,4
9074,Thanisandra,1261.0,2.0,80.0,3
9075,Thanisandra,1884.0,4.0,117.0,3
9076,Thanisandra,965.0,2.0,54.0,2
9077,Thanisandra,1930.0,4.0,122.0,3
9078,Thanisandra,620.0,1.0,38.46,1
9079,Thanisandra,1241.0,2.0,68.0,3
9080,Thanisandra,1930.0,4.0,120.0,3
9081,Thanisandra,760.0,1.0,50.4,1
9082,Thanisandra,663.0,1.0,32.82,1
9083,Thanisandra,1801.0,3.0,115.0,3
9084,Thanisandra,1806.0,6.0,116.0,3
9085,Thanisandra,3671.0,4.0,220.0,4
9086,Thanisandra,1110.0,2.0,46.5,2
9087,Thanisandra,1305.0,2.0,90.0,2
9088,Thanisandra,1965.0,4.0,125.0,3
9089,Thanisandra,1573.0,3.0,100.0,3
9090,Thanisandra,1437.0,3.0,75.885,3
9091,Thanisandra,2259.0,3.0,112.0,4
9092,Thanisandra,1917.0,4.0,130.0,4
9093,Thanisandra,1226.0,2.0,65.59,2
9094,Thigalarapalya,3122.0,6.0,230.0,4
9095,Thigalarapalya,2072.0,4.0,142.0,3
9096,Thigalarapalya,1297.0,2.0,103.0,2
9097,Thigalarapalya,1418.0,2.0,95.0,2
9098,Thigalarapalya,3122.0,6.0,235.0,4
9099,Thigalarapalya,3122.0,6.0,245.0,4
9100,Thigalarapalya,2072.0,4.0,150.0,3
9101,Thigalarapalya,1418.0,2.0,103.0,2
9102,Thigalarapalya,1418.0,2.0,101.0,2
9103,Thigalarapalya,1418.0,2.0,104.0,2
9104,Thigalarapalya,2072.0,4.0,139.0,3
9105,Thigalarapalya,3122.0,5.0,225.0,4
9106,Thigalarapalya,2912.0,6.0,210.0,4
9107,Thigalarapalya,1418.0,2.0,103.0,2
9108,Thigalarapalya,2072.0,4.0,159.0,3
9109,Thigalarapalya,2072.0,4.0,147.0,3
9110,Thigalarapalya,1418.0,2.0,106.0,2
9111,Thigalarapalya,2215.0,4.0,156.0,3
9112,Thigalarapalya,1418.0,2.0,104.0,2
9113,Thigalarapalya,3122.0,6.0,237.0,4
9114,Thigalarapalya,1418.0,2.0,105.0,2
9115,Thigalarapalya,1418.0,2.0,104.0,2
9116,Thigalarapalya,2072.0,4.0,139.0,3
9117,Thigalarapalya,2215.0,4.0,160.0,3
9118,Thigalarapalya,1418.0,2.0,106.0,2
9119,Thigalarapalya,2072.0,4.0,155.0,3
9120,Thigalarapalya,1830.0,4.0,135.0,3
9121,Thigalarapalya,1418.0,2.0,105.0,2
9122,Thigalarapalya,2072.0,4.0,160.0,3
9123,Thigalarapalya,2215.0,4.0,150.0,3
9124,Thigalarapalya,2215.0,4.0,154.0,3
9125,Thigalarapalya,2072.0,4.0,152.0,3
9126,Thigalarapalya,2072.0,4.0,160.0,3
9127,Thigalarapalya,2072.0,4.0,155.0,3
9128,Thigalarapalya,3122.0,6.0,235.0,4
9129,Thigalarapalya,2072.0,4.0,153.0,3
9130,Thigalarapalya,2215.0,4.0,150.0,3
9131,Thigalarapalya,2072.0,4.0,157.0,3
9132,Thigalarapalya,1418.0,2.0,105.0,2
9133,Thigalarapalya,3362.0,5.0,249.0,4
9134,Thigalarapalya,3122.0,6.0,245.0,4
9135,Thigalarapalya,1830.0,3.0,133.0,3
9136,Thigalarapalya,2215.0,4.0,154.0,3
9137,Thigalarapalya,4190.0,4.0,325.0,4
9138,Thigalarapalya,2215.0,4.0,157.0,3
9139,Thigalarapalya,2072.0,4.0,151.0,3
9140,Thigalarapalya,4303.0,5.0,300.0,4
9141,Thigalarapalya,1400.0,2.0,105.0,2
9142,Thigalarapalya,2215.0,4.0,162.0,3
9143,Thigalarapalya,1297.0,2.0,98.0,2
9144,Thigalarapalya,2215.0,4.0,152.0,3
9145,Thubarahalli,3800.0,4.0,239.0,4
9146,Thubarahalli,1200.0,2.0,78.0,2
9147,Thubarahalli,1128.0,2.0,75.0,2
9148,Thubarahalli,1185.0,2.0,65.0,2
9149,Thubarahalli,975.0,2.0,55.0,2
9150,Thubarahalli,1330.0,2.0,75.0,2
9151,Thubarahalli,1085.0,2.0,70.0,2
9152,Thubarahalli,1216.0,2.0,80.0,2
9153,Thubarahalli,1200.0,2.0,79.0,2
9154,Thubarahalli,1200.0,2.0,80.0,2
9155,Thubarahalli,1200.0,2.0,79.55,2
9156,Thubarahalli,1540.0,3.0,90.0,3
9157,Thubarahalli,2625.0,3.0,175.0,3
9158,Thubarahalli,975.0,2.0,50.0,2
9159,Thubarahalli,1540.0,3.0,90.0,3
9160,Thubarahalli,1584.0,3.0,101.0,3
9161,Thyagaraja Nagar,800.0,1.0,100.0,1
9162,Thyagaraja Nagar,2000.0,4.0,145.0,5
9163,Thyagaraja Nagar,1270.0,2.0,95.25,3
9164,Thyagaraja Nagar,1040.0,2.0,68.0,2
9165,Tindlu,1500.0,2.0,87.0,3
9166,Tindlu,7500.0,7.0,400.0,7
9167,Tindlu,1357.0,2.0,65.0,3
9168,Tindlu,1500.0,3.0,87.0,3
9169,Tindlu,1370.07,3.0,65.0,3
9170,Tindlu,1165.0,2.0,59.8,2
9171,Tindlu,1050.0,2.0,55.0,2
9172,Tindlu,1100.0,2.0,55.0,2
9173,Tumkur Road,1500.0,3.0,95.0,3
9174,Tumkur Road,1779.0,3.0,112.0,3
9175,Tumkur Road,1586.0,3.0,100.0,3
9176,Tumkur Road,1098.0,2.0,72.0,2
9177,Tumkur Road,1354.0,3.0,90.0,3
9178,Tumkur Road,1240.0,2.0,84.0,3
9179,Tumkur Road,596.0,1.0,30.09,1
9180,Tumkur Road,1239.0,2.0,82.0,2
9181,Tumkur Road,1246.0,2.0,82.0,2
9182,Tumkur Road,1210.0,3.0,57.76,3
9183,Tumkur Road,1500.0,3.0,100.0,3
9184,Tumkur Road,1789.0,3.0,98.0,3
9185,Tumkur Road,1416.0,3.0,94.0,3
9186,Tumkur Road,1027.0,2.0,60.0,2
9187,Tumkur Road,1027.0,2.0,68.62,2
9188,Tumkur Road,1459.0,2.0,95.0,3
9189,Tumkur Road,992.0,2.0,60.0,2
9190,Tumkur Road,1066.0,2.0,52.5,2
9191,Tumkur Road,596.0,1.0,31.315,1
9192,Tumkur Road,1240.0,2.0,79.0,3
9193,Tumkur Road,1441.0,2.0,95.0,3
9194,Tumkur Road,1240.0,2.0,83.0,3
9195,Tumkur Road,1027.0,2.0,67.0,2
9196,Tumkur Road,1060.0,2.0,58.3,3
9197,Tumkur Road,1354.0,3.0,85.86,3
9198,Ulsoor,2135.0,3.0,215.0,3
9199,Ulsoor,1275.0,2.0,120.0,2
9200,Ulsoor,1020.0,3.0,110.0,3
9201,Ulsoor,1200.0,2.0,60.0,2
9202,Ulsoor,1180.0,2.0,100.0,2
9203,Ulsoor,1340.0,3.0,90.0,3
9204,Ulsoor,1500.0,2.0,125.0,3
9205,Ulsoor,2000.0,3.0,185.0,3
9206,Ulsoor,1255.0,2.0,120.0,2
9207,Ulsoor,1685.0,4.0,185.0,3
9208,Ulsoor,2500.0,4.0,170.0,4
9209,Ulsoor,2135.0,3.0,170.0,3
9210,Ulsoor,1160.0,2.0,130.0,2
9211,Uttarahalli,1440.0,2.0,62.0,3
9212,Uttarahalli,1143.0,2.0,45.0,2
9213,Uttarahalli,1020.0,2.0,45.0,2
9214,Uttarahalli,1286.0,2.0,63.0,2
9215,Uttarahalli,1101.0,2.0,45.0,2
9216,Uttarahalli,1345.0,2.0,67.0,2
9217,Uttarahalli,1135.0,2.0,39.73,3
9218,Uttarahalli,1540.0,3.0,50.0,3
9219,Uttarahalli,1175.0,2.0,47.0,2
9220,Uttarahalli,1390.0,2.0,62.55,3
9221,Uttarahalli,1330.0,2.0,56.0,3
9222,Uttarahalli,1008.0,2.0,45.0,2
9223,Uttarahalli,1390.0,2.0,60.47,3
9224,Uttarahalli,1617.0,3.0,66.68,3
9225,Uttarahalli,1150.0,2.0,49.0,2
9226,Uttarahalli,1330.0,2.0,56.0,3
9227,Uttarahalli,1200.0,2.0,44.0,2
9228,Uttarahalli,1385.0,2.0,48.48,3
9229,Uttarahalli,1330.0,2.0,46.55,3
9230,Uttarahalli,882.0,2.0,30.0,2
9231,Uttarahalli,993.0,2.0,39.71,2
9232,Uttarahalli,1045.0,2.0,45.0,2
9233,Uttarahalli,850.0,2.0,37.93,2
9234,Uttarahalli,1330.0,2.0,47.0,3
9235,Uttarahalli,3600.0,6.0,120.0,6
9236,Uttarahalli,1788.0,3.0,98.34,3
9237,Uttarahalli,1345.0,2.0,57.0,3
9238,Uttarahalli,1089.0,2.0,43.55,2
9239,Uttarahalli,1330.0,2.0,46.55,3
9240,Uttarahalli,1279.0,2.0,48.0,2
9241,Uttarahalli,1845.0,2.0,68.27,3
9242,Uttarahalli,1425.0,2.0,64.0,3
9243,Uttarahalli,1155.0,2.0,40.42,2
9244,Uttarahalli,1050.0,2.0,42.0,2
9245,Uttarahalli,1300.0,2.0,55.0,3
9246,Uttarahalli,1250.0,2.0,55.0,3
9247,Uttarahalli,1700.0,3.0,88.0,3
9248,Uttarahalli,1200.0,3.0,50.0,3
